Assay1 Amplitude,Assay2 Amplitude,Cluster
1228.9248,1331.75183,1
1228.04,1406.67834,1
1228.70752,1360.1001,1
1229.80981,1542.9126,1
1229.89746,1349.48828,1
1229.84814,1416.17261,1
1229.36023,1508.53906,1
1229.8269,1499.31067,1
1229.33093,1437.01392,1
1229.72058,1515.52136,1
1230.20935,1502.90515,1
1230.19324,1459.76453,1
1230.05725,1579.39685,1
1230.34534,1433.073,1
1231.039,1380.13843,1
1231.82788,1436.91968,1
1231.079,1328.20508,1
1231.09045,1394.24219,1
1231.19214,1463.33545,1
1232.65674,1414.98962,1
1232.20471,1465.56738,1
1232.25757,1410.13562,1
1232.68579,1440.46631,1
1232.37476,1437.75952,1
1232.10547,1440.09949,1
1232.35754,1348.28394,1
1232.901,1495.96313,1
1232.69788,1337.14868,1
1232.41309,1473.14355,1
1232.62207,1388.20129,1
1233.94666,1332.49744,1
1233.785,1362.81958,1
1233.97876,1371.4281,1
1233.83887,1439.88818,1
1233.13354,1477.47522,1
1233.76538,1399.93579,1
1233.08167,1440.74573,1
1233.29126,1395.31946,1
1233.687,1513.94312,1
1234.67493,1396.07385,1
1234.41443,1510.13867,1
1234.57471,1502.41138,1
1234.33472,1409.05493,1
1234.19556,1376.16528,1
1234.69617,1475.42322,1
1235.09448,1542.69507,1
1235.642,1460.05408,1
1235.37085,1371.47937,1
1235.64331,1454.38879,1
1235.42969,1445.50635,1
1235.85168,1462.81653,1
1235.98779,1419.601,1
1236.52991,1446.05176,1
1236.52063,1432.51636,1
1236.97339,1492.15991,1
1236.80176,1462.49243,1
1237.22009,1421.52454,1
1237.652,1290.34839,1
1237.41064,1324.04053,1
1237.12244,1410.96716,1
1237.35254,1521.74939,1
1237.33411,1364.151,1
1237.06653,1497.63184,1
1237.76465,1456.121,1
1237.37122,1477.23865,1
1238.29248,1347.30542,1
1238.657,1400.57178,1
1238.19519,1534.92175,1
1238.22925,1423.60535,1
1238.11938,1460.475,1
1238.24878,1440.53711,1
1238.65149,1447.02258,1
1238.14465,1514.51062,1
1239.42969,1446.67542,1
1239.308,1388.58289,1
1239.85767,1376.7738,1
1239.41064,1471.40662,1
1239.30566,1525.46936,1
1239.47485,1385.59521,1
1239.27686,1466.441,1
1239.15125,1348.60645,1
1239.10657,1387.58142,1
1239.265,1448.80591,1
1240.36987,1522.75427,1
1240.59192,1402.98242,1
1240.23035,1446.48987,1
1240.46155,1448.45972,1
1240.31445,1527.34973,1
1240.3418,1499.49878,1
1240.82483,1387.18677,1
1240.24585,1449.72717,1
1241.93713,1426.00916,1
1241.05054,1460.98035,1
1241.80066,1581.744,1
1241.52612,1338.823,1
1241.72717,1444.76111,1
1241.17151,1371.45557,1
1241.77551,1481.71057,1
1241.0658,1502.92883,1
1241.05737,1338.64648,1
1241.05359,1465.89941,1
1241.76721,1391.72363,1
1241.55042,1373.16663,1
1241.02393,1407.11841,1
1242.42688,1406.86511,1
1242.1792,1371.18982,1
1242.70581,1452.31226,1
1242.4458,1445.93,1
1242.83081,1402.57727,1
1242.45532,1501.207,1
1242.92029,1348.23376,1
1242.41016,1313.35547,1
1242.44739,1457.14136,1
1242.07153,1469.63989,1
1242.61621,1418.4032,1
1242.4679,1325.11072,1
1242.26123,1414.27673,1
1242.08252,1350.83423,1
1242.67932,1388.4834,1
1243.85193,1539.49792,1
1243.46985,1515.81079,1
1243.812,1326.95422,1
1243.62061,1526.11975,1
1243.03589,1434.45532,1
1243.12231,1390.65112,1
1243.21216,1462.5929,1
1243.66956,1264.41077,1
1243.99634,1500.13843,1
1243.15942,1379.7511,1
1243.741,1345.67822,1
1243.62292,1418.82507,1
1243.04358,1404.67188,1
1243.49023,1308.42456,1
1244.73279,1420.34,1
1244.681,1435.07507,1
1244.2439,1438.07007,1
1244.74988,1375.179,1
1244.66382,1368.92273,1
1244.58118,1339.96985,1
1244.0481,1440.81519,1
1244.87451,1418.2124,1
1244.7511,1309.68591,1
1244.98547,1335.3877,1
1244.81384,1331.38831,1
1244.63354,1420.87732,1
1244.6145,1396.27,1
1244.44971,1469.8103,1
1244.64063,1404.22839,1
1244.90308,1371.63379,1
1244.25244,1481.59375,1
1244.37756,1370.76563,1
1244.94983,1423.83679,1
1245.71545,1318.52209,1
1245.75342,1393.512,1
1245.456,1453.29053,1
1245.36926,1466.68665,1
1245.23816,1311.05725,1
1245.317,1370.42322,1
1245.65735,1454.46008,1
1245.17163,1506.53845,1
1245.80444,1419.40149,1
1245.55542,1478.37341,1
1245.6759,1427.96912,1
1246.108,1444.002,1
1246.81506,1363.49536,1
1246.48535,1461.68665,1
1246.76709,1436.10449,1
1246.62634,1442.636,1
1246.39075,1463.56238,1
1246.091,1366.97046,1
1246.04321,1398.42749,1
1246.39368,1402.0105,1
1246.4248,1371.95532,1
1246.40356,1486.02612,1
1246.02673,1366.86707,1
1246.06934,1329.12964,1
1246.80042,1408.75659,1
1246.42981,1451.17175,1
1246.54248,1408.63989,1
1247.61462,1482.938,1
1247.7699,1500.73022,1
1247.59351,1416.32483,1
1247.63477,1382.86121,1
1247.00854,1439.74866,1
1247.43164,1424.302,1
1247.93152,1429.14807,1
1247.27,1513.69177,1
1247.85547,1434.03772,1
1247.55969,1405.77136,1
1248.89478,1335.02356,1
1248.00122,1443.86536,1
1248.49988,1534.57727,1
1248.76843,1472.00146,1
1248.814,1417.23926,1
1248.091,1423.33423,1
1248.14807,1449.21753,1
1248.338,1365.3999,1
1248.45325,1385.18738,1
1248.68481,1464.83789,1
1248.20239,1308.06262,1
1248.853,1485.48218,1
1248.67444,1395.43726,1
1249.91321,1490.399,1
1249.3136,1471.48877,1
1249.71692,1304.96338,1
1249.3844,1484.90161,1
1249.96729,1318.29285,1
1249.5708,1320.97363,1
1249.46362,1395.857,1
1249.82019,1394.40857,1
1249.236,1482.80518,1
1249.14673,1395.49341,1
1249.75208,1420.69885,1
1249.91321,1495.20068,1
1249.88513,1255.81714,1
1249.67969,1368.04492,1
1249.14319,1309.95044,1
1249.21729,1436.80579,1
1249.95056,1440.88464,1
1249.05835,1364.93,1
1249.72437,1384.325,1
1250.42017,1286.63,1
1250.088,1491.77258,1
1250.27271,1504.71448,1
1250.127,1390.01672,1
1250.35535,1454.98108,1
1250.39526,1406.93945,1
1250.30554,1380.55847,1
1250.75317,1448.31641,1
1250.33728,1429.54932,1
1250.316,1412.91577,1
1250.13086,1453.69165,1
1250.203,1174.07544,1
1250.57129,1371.46545,1
1250.91052,1410.57166,1
1250.32922,1498.36768,1
1250.42676,1333.94861,1
1250.77185,1386.489,1
1250.171,1425.13452,1
1250.62292,1384.91968,1
1250.96667,1413.02344,1
1250.82275,1521.66663,1
1251.389,1374.67419,1
1251.67078,1519.44885,1
1251.50525,1401.42651,1
1251.11035,1405.95154,1
1251.21008,1368.45508,1
1251.44177,1433.96985,1
1251.11169,1422.54407,1
1251.23694,1430.15515,1
1251.72021,1446.70947,1
1251.31128,1365.30676,1
1251.12207,1421.59155,1
1251.92017,1466.49609,1
1251.16821,1242.67554,1
1251.27319,1423.78,1
1251.47034,1386.513,1
1251.72217,1418.31189,1
1251.95752,1329.83447,1
1251.90076,1308.65967,1
1251.80737,1415.35742,1
1252.35083,1342.1875,1
1252.71948,1391.39148,1
1252.25232,1468.881,1
1252.3335,1458.42456,1
1252.90454,1410.97351,1
1252.29382,1483.35,1
1252.27783,1404.907,1
1252.14917,1458.75647,1
1252.362,1331.061,1
1252.95874,1434.64307,1
1252.662,1291.41724,1
1252.84692,1436.44775,1
1252.11121,1427.47949,1
1252.41064,1500.90039,1
