Assay1 Amplitude,Assay2 Amplitude,Cluster
1280.10278,1780.72583,1
1307.65015,1922.68591,1
1318.41345,1794.79138,1
1322.31189,1869.09668,1
1323.51416,1751.21277,1
1324.13428,1812.99133,1
1328.25586,1754.14722,1
1329.48743,1789.66309,1
1330.24341,1716.0061,1
1330.445,1822.528,1
1331.77466,1755.83423,1
1335.43311,1772.72607,1
1336.36914,1979.95654,1
1336.69385,1835.17212,1
1337.89453,1805.61035,1
1338.59973,1940.81116,1
1338.843,1839.45,1
1338.7782,1866.76978,1
1340.98889,1959.67578,1
1340.96582,1763.4884,1
1340.29614,1786.807,1
1340.13684,1708.27686,1
1340.74536,1768.90991,1
1341.70313,1877.439,1
1341.15576,1727.3186,1
1341.48193,1652.17554,1
1341.70483,1762.88452,1
1341.33459,1735.05664,1
1341.20386,1755.76282,1
1342.57434,1845.71838,1
1342.46985,1790.557,1
1343.18237,1739.8042,1
1343.01672,1928.57129,1
1345.48352,1782.47778,1
1345.12329,1773.36633,1
1345.46118,1795.74646,1
1346.93445,1848.4729,1
1346.18787,1757.75818,1
1347.141,1749.457,1
1348.55493,1773.02454,1
1348.24487,1835.22681,1
1349.21375,1831.14563,1
1349.2085,1829.73645,1
1349.88977,1708.432,1
1349.53479,1830.89624,1
1349.16663,1864.60486,1
1349.84192,1799.63147,1
1350.07068,1818.67444,1
1350.67944,1798.742,1
1350.38708,1763.36462,1
1351.30273,1862.902,1
1351.427,1855.499,1
1351.30469,1792.39783,1
1351.68738,1793.35754,1
1351.85156,1707.66492,1
1351.60657,1706.04492,1
1351.15015,1855.72021,1
1351.41516,1694.01758,1
1352.457,1791.32373,1
1352.81323,1839.32983,1
1352.8728,1804.61267,1
1352.579,1789.81921,1
1352.29736,1567.93262,1
1352.91785,1758.01782,1
1353.19153,1773.86914,1
1353.53821,1813.068,1
1353.75928,1700.59729,1
1354.628,1736.81335,1
1354.01331,1796.12109,1
1355.13477,1808.12817,1
1355.41345,1788.77344,1
1355.33594,1772.5603,1
1355.77576,1767.816,1
1356.99817,1761.56812,1
1356.55542,1856.75073,1
1356.61389,1730.86133,1
1356.31775,1762.23486,1
1356.80774,1845.26611,1
1356.38611,1860.28845,1
1356.30554,1752.35632,1
1356.1377,1747.54883,1
1356.57776,1713.09766,1
1356.10413,1783.05542,1
1356.814,1849.058,1
1357.70679,1741.4729,1
1357.77625,1726.65613,1
1357.60925,1689.41833,1
1357.0658,1698.89038,1
1357.34912,1731.2196,1
1357.46606,1807.9325,1
1357.07629,1766.30969,1
1357.62146,1828.56091,1
1358.13489,1701.21777,1
1358.43958,1858.81812,1
1358.14893,1711.99329,1
1358.22449,1852.3855,1
1358.89,1700.12866,1
1358.00854,1829.701,1
1358.83813,1783.46362,1
1359.35059,1624.51062,1
1359.61072,1748.75623,1
1359.3667,1788.604,1
1359.701,1911.04248,1
1359.8501,1840.74011,1
1359.80969,1813.19775,1
1359.45154,1749.479,1
1360.74963,1914.82935,1
1360.28479,1827.91077,1
1360.58191,1762.04919,1
1360.33813,1784.46008,1
1361.86377,1744.74316,1
1361.80554,1775.38977,1
1361.83362,1838.11389,1
1361.66431,1700.26184,1
1361.21643,1657.52637,1
