Assay1 Amplitude,Assay2 Amplitude,Cluster
515.9863,783.3852,1
560.8879,773.729736,1
581.6402,890.627563,1
587.908,941.635254,1
652.3727,922.2253,1
664.048,957.14624,1
736.349548,911.5756,1
752.6551,1054.14954,1
763.9519,1216.59473,1
773.949463,1050.93713,1
782.198,1144.731,1
835.786865,1285.90332,1
846.9826,1610.77649,1
856.345337,1564.87939,1
872.0002,1458.30249,1
876.0941,1540.40454,1
882.386658,1575.71509,1
882.805359,1510.15393,1
883.5669,1597.20837,1
887.3817,1591.76318,1
888.951233,1462.04614,1
888.775146,1348.655,1
889.4907,1531.73169,1
890.7848,1443.22974,1
890.483337,1526.06726,1
891.9436,1433.863,1
893.528259,1527.77673,1
895.3923,1477.21179,1
895.643,1518.03564,1
896.934143,1482.06287,1
897.534,1446.81934,1
897.5926,1464.78931,1
900.9456,1573.512,1
900.7186,1509.47742,1
900.7051,1497.4353,1
900.346558,1465.72827,1
901.293945,1514.6897,1
901.7791,1581.61182,1
902.9111,1456.84509,1
902.0619,1494.30994,1
904.9857,1511.3783,1
904.071,1516.12793,1
904.2234,1440.90991,1
904.6862,1435.22107,1
904.8337,1565.05322,1
905.181,1479.86523,1
905.556152,1459.35278,1
906.9182,1541.63184,1
906.870544,1579.1593,1
907.947632,1406.70984,1
907.493835,1567.493,1
908.6332,1442.461,1
908.0321,1623.84949,1
908.3564,1549.35828,1
908.0404,1431.634,1
909.401855,1543.24658,1
909.3457,1523.175,1
909.046143,1545.01489,1
909.2444,1465.05029,1
910.3416,1446.0011,1
910.2926,1492.35,1
910.825134,1420.0426,1
910.0943,1406.31653,1
910.307861,1541.662,1
910.5291,1551.20776,1
910.8011,1567.65466,1
911.0639,1520.612,1
911.7974,1574.615,1
911.387634,1520.93262,1
911.4248,1544.50854,1
912.023865,1532.39539,1
912.8894,1377.63586,1
912.846252,1407.396,1
912.474731,1537.0376,1
912.0847,1558.19043,1
913.317932,1558.33362,1
913.940063,1477.38782,1
913.4871,1534.64526,1
913.7429,1500.73254,1
913.935669,1598.701,1
914.2074,1591.19824,1
914.829956,1368.14526,1
914.1941,1479.11145,1
914.174866,1492.11133,1
915.910156,1433.21143,1
915.603943,1556.56433,1
915.403137,1494.61743,1
915.316833,1113.59216,1
915.12854,1483.90161,1
916.3114,1545.13477,1
916.59436,1456.186,1
916.6427,1550.78845,1
916.80835,1509.74133,1
916.2746,1471.43347,1
916.378357,1543.07886,1
916.6923,1454.88269,1
916.3146,1135.08435,1
916.9482,1546.24426,1
916.154846,1462.18726,1
917.0331,1499.2384,1
917.20166,1438.10828,1
918.562439,1423.27026,1
918.7734,1604.22437,1
918.6887,1447.323,1
918.581543,1470.9906,1
918.6322,1527.72327,1
918.33606,1435.71643,1
918.8351,1558.93628,1
918.796753,1479.49683,1
918.4422,1531.40637,1
918.7973,1408.52124,1
919.589844,1502.44482,1
919.6238,1466.273,1
919.1931,1512.22632,1
919.2907,1524.95349,1
919.5204,1450.66406,1
919.2478,1566.80078,1
919.482666,1472.53711,1
919.1789,1410.07288,1
920.761047,1494.67224,1
920.382935,1380.614,1
920.6603,1553.82446,1
920.154968,1482.73743,1
920.257751,1513.004,1
920.0923,1488.98657,1
920.278,1501.10364,1
920.728455,1515.62646,1
921.9773,1513.42627,1
921.613464,1497.17529,1
921.3599,1545.88574,1
921.114258,1492.18481,1
921.800659,1611.86743,1
921.5795,1487.99463,1
922.1078,1489.92554,1
922.554443,1445.16626,1
922.7597,1450.14636,1
922.549,1494.71619,1
922.5011,1509.45093,1
922.5312,1491.06323,1
922.0194,1500.77771,1
922.601563,1534.9679,1
922.3517,1417.84534,1
922.3146,1568.40552,1
922.3017,1462.44934,1
922.610046,1463.96973,1
923.1282,1486.82312,1
923.110535,1542.76172,1
923.329956,1373.367,1
923.2406,1434.40051,1
923.1313,1519.22815,1
923.9963,1488.06689,1
923.6642,1438.96973,1
923.144836,1520.344,1
924.1162,1557.89624,1
924.727,1525.72473,1
924.676941,1503.76074,1
924.470154,1502.52673,1
924.0233,1512.2135,1
924.9227,1487.09644,1
924.922,1496.7124,1
924.486,1556.12354,1
924.452942,1506.86755,1
925.7808,1456.18372,1
925.8823,1487.89148,1
925.9912,1459.11047,1
925.0869,1475.6405,1
925.507935,1421.7229,1
926.105042,1463.468,1
926.452,1444.73376,1
926.792542,1373.29907,1
926.406,1598.581,1
926.5813,1444.4408,1
